MACHINE_TYPE,OPERATION,NORMALIZED_MILESTONE,NOTIFICATION_NUMBER,NOTIFICATION_DESCRIPTION,CAUSE_TEXT,BREAKDOWN_DURATION_MIN,Air_Issue_number,Air_Issue_Summary,Air_Issue_Status,ME_FUNCTIONAL_CLUSTER,B_CODE,Issue_Functional_cluster,Issue_Owner,Initiator,Solver,Leading_issue,Issue_Ownership_FC,FC_Match,Combined_FC,Artificial_Issue_Owner,Final_FC_score,Final_FC_topk,Artificial_Issue_Owner_Confidence,Order_number,Order_type,Variable_1_desc,Variable_3_desc,CC_Variable_1_desc_active,Equipment_affected_description,Bucketing_App_Owner,Order_number_norm,Functional_Cluster_Final_Owner,Final_Owner_Tier,BREAKDOWN_DURATION_HRS
NXT:2050,M11432304_T,MS,210666900,WP-2C1D intermittent - Failed - failure,Cabinet flow too low,0,,,,010,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-010,MOID,0
NXT:2050,M271749_T,MS02B,210557877,Update Patch Level NOK,Patch GUI started with asml_start_pu,21.56666667,P698111,B3 - TF FAB NXT EXE Work Center SP Workmanship issues '23,Closed,024,B3 - Procedure / process is not followed,,wolinden,robibakk,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-024,MOID,0.35944444444444495
NXT:2050,M615532_T,MS,210602851,Machine design constant check NOK,"MC changed doing ""NXT qualify WTC unit""",0,,,,024,B7 - Procedure issue,,,,,,,FALSE,,,,,NoEvidence,210602851,Disturbance notif.,FC-003 WS,,FC-003 WS,NXT4:2050I,FC-003,210602851,FC-003,Bucketing_App_Owner,0
NXT:2050,M4323394_T,MS03-06,210726350,LP2 not moving,Defect library,993.6666667,,,,065,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,210726350,Disturbance notif.,FC-002 RH,3. Align in GH,FC-002 RH,NXT4:2050I,FC-002,210726350,FC-002,Bucketing_App_Owner,16.561111111111117
NXT:2050,M15452507_T,MS02B,210667495,Waiting on space to return part to CRL,Returned part to when there was space,0,,,,005,B5 - Facility,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-005,MOID,0
NXT:2050,M11432304_T,MS,210589553,LUPI - OOS - CoG X range,GF was not in stock,1294.35,P625123,DGF not on stock,Closed,010,B8 - Design (HW/SW),,dvanheme,dvanheme,,,FC-009 Dose Control; FC-010 Illumination; FC-011 Reticle Masking,FALSE,FC-009 Dose Control; FC-010 Illumination; FC-011 Reticle Masking,FC-010,0.19151381638124726,FC-010:0.192; FC-009:0.116; FC-011:0.084,High,,,,,,,,,FC-010,Artificial_Issue_Owner,21.572499999999998
NXT:2050,M293582_T,MS02B,210729875,DO fails to init  - Failed - DC-24B6,N2 error on laser,0,,,,010,B3 - Logging redundant or unnecessary,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-010,MOID,0
NXT:2050,M17505694_T,MS02B,210558194,HWWZ.01 - Failed - WH-1C23,generic communication issue,74.38333333,,,,001,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-001,MOID,1.2397222222222217
NXT:2050,NON EXECUTION- DN CREATION STEP,MS14C,210754809,ecab exhaust damaged,bad handeling,0,,,,IC16,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,IC-016,MOID,0
NXT:2050,M325613_T,MS02B,210633812,CFRI stages fails - Failed - FM-105E,ECPR X4-15 and X4-18 interchanged,190.4833333,,,,004,B3 - Procedure / process is not followed,,,,,,,FALSE,,,,,NoEvidence,210633812,Disturbance notif.,FC-004 RS,5. Incident,FC-004 RS,NXT4:2050I,FC-004,210633812,FC-004,Bucketing_App_Owner,3.1747222222222167
NXT:2050,M2081495_T,MS03-06,210693284,XCHA has waterleak,Switch failed,0,,,,009,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-009,MOID,0
NXT:2050,M294562_T,MS,210830904,ODIF.15 - Failed - OU-4013,Beam instability,0,,,,009,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,210830904,Disturbance notif.,FC-009 DC,5. Incident,FC-009 DC,NXT4:2050I,FC-009,210830904,FC-009,Bucketing_App_Owner,0
NXT:2050,NON EXECUTION- DN CREATION STEP,MS14C,210772872,BF sensor protection plate damaged,UNKNOWN,0,,,,IC16,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,IC-016,MOID,0
NXT:2050,M17413016_T,MS02B,210787865,WH MC's not present,mc's were placed in wrong directory,0,,,,001,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-001,MOID,0
NXT:2050,M322065_T,MS02B,210733749,Turret not able to lower down,FRM T Lock Unlock failure,1091.35,,,,002,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,210733749,Disturbance notif.,FC-002 RH,5. Incident,FC-002 RH,NXT4:2050I,FC-002,210733749,FC-002,Bucketing_App_Owner,18.189166666666665
NXT:2050,M300722_T,MS,210803567,SZDR - grating - camera POS,SZDR not robust enough with LSUv2 reticl,77.26666667,P592959,The first run of SZDR in the sequence being NOK on camera grating position when using the LSUv2 reticle,Open,008,B8 - Design (HW/SW),,vpavelye,pavernoo,rstaal,,,FALSE,,,,,NoEvidence,210803567,Disturbance notif.,FC-008 ZK,7. Structural - added to AIR,FC-008 ZK,NXT4:2050I,FC-008,210803567,FC-008,Bucketing_App_Owner,1.2877777777777781
NXT:2050,M309142_T,MS,210803010,EMBIEX.03 - Failed - KC-312D,TIS gain ID MC's not perfectly calibrate,760.3,,,,064,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,210803010,Disturbance notif.,FC-006 IS,5. Incident,FC-006 IS,NXT4:2050I,FC-006,210803010,FC-006,Bucketing_App_Owner,12.671666666666665
NXT:2050,M281066_T,MS02B,210580605,TCNTDT - OOS - CtLnsHumid,GCU not reducing CtLensHum,625.5333333,P878580,GCU humidity sensor saturated -  CtLnsPres OOS,Open,014,B2 - Materials quality/ Upstream quality,,marpas,marpas,,,FC-014 Thermal architecture; FC-057 EC&I Infrastructure,FALSE,FC-014 Thermal architecture; FC-057 EC&I Infrastructure,FC-057,0.1343947972670989,FC-057:0.134; FC-014:0.074,High,,,,,,,,,FC-057,Artificial_Issue_Owner,10.42555555555555
NXT:2050,M15452624_T,MS03-06,210794000,SAFH.01 - OOS - BW & MCC df,Dirty Fiber,71.08333333,P711458,(NXT) B3 Factory - AL Fiber Handling: Contamination/Connection NOK/Damaged fiber tips,Open,005,B8 - Design (HW/SW),FC-005,tkestere,tkestere,,,FC-005 Alignment sensor; FC-044 Sensor Light Source,TRUE,FC-005 | FC-005 Alignment sensor; FC-044 Sensor Light Source,,,,,,,,,,,,,FC-005,Official_AIR,1.1847222222222216
NXT:2050,NON EXECUTION- DN CREATION STEP,MS14C,210589209,MISSING OPUS CA,no material delivered,0,P696910,4C-Clean assy Lost -Prepack,Aborted,IC16,B1 - Material Availability,,rberix,rling,,P748535,IC-016 Sequence integration,FALSE,IC-016 Sequence integration,IC-016,0.023953879012346215,IC-016:0.024,Low,,,,,,,,,IC-016,Artificial_Issue_Owner,0
NXT:2050,M16247804_T,MS,210597519,DRY PWP PLAYBACK TEST 40NM 40 CYCLES,Foup was not measured,728.4166667,P480554,B9 - {DATA GATHERING} Servicelab related disturbances ,Open,IC03,B9 - Process Lab,,mkandela,jvanbrie,,,,FALSE,,,,,NoEvidence,210597519,Disturbance notif.,IC-003 PR,,IC-003 PR,NXT4:2050I,IC-003,210597519,IC-003,Bucketing_App_Owner,12.140277777777783
NXT:2050,NON EXECUTION- DN CREATION STEP,MS14C,210555591,Low capa/skils,Low capa and skills,0,P691141,B3 - No manpower / Skills - Prepack NXT,Closed,IC16,B3 - No manpower,,jhoog,jvanbrie,,P698902,,FALSE,,,,,NoEvidence,,,,,,,,,IC-016,MOID,0
NXT:2050,NON EXECUTION- DN CREATION STEP,MS14C,210721161,Teammeeting shift 1/3,Teammeeting shift 1/3,251.9666667,P703189,B3 - Team meeting 2023,Closed,IC16,B3 - No manpower,,rberix,mthijss2,,P698902,IC-016 Sequence integration; None No functions,FALSE,IC-016 Sequence integration; None No functions,IC-016,0.015613707019246881,IC-016:0.016,Low,,,,,,,,,IC-016,Artificial_Issue_Owner,4.199444444
NXT:2050,M3975208_T,MS,210603451,HIPF - OOL - LWS PRES,GWS and LWS were swapped at Z31,2523.166667,,,,015,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,210603451,Disturbance notif.,FC-057 CT,,FC-057 CT,NXT4:2050I,FC-057,210603451,FC-057,Bucketing_App_Owner,42.052777777777834
NXT:2050,M25050483_T,MS03-06,210795669,EVWT - OOS - CH2 FOCUS MAX M3S,EVWT OOL,235.1166667,P869295,WT contamination where likely cause is downstream of PLC,Open,062,B8 - Design (HW/SW),,kbroodry,kbroodry,,,FC-003 Wafer Positioning; FC-048 Wafer clamping; FC-050 Wafer table cleaning,FALSE,FC-003 Wafer Positioning; FC-048 Wafer clamping; FC-050 Wafer table cleaning,FC-048,0.2502478137385813,FC-048:0.250; FC-003:0.166,High,210795669,Disturbance notif.,FC-048 WT,,FC-048 WT,NXT4:2050I,FC-048,210795669,FC-048,Bucketing_App_Owner,3.9186111111111166
NXT:2050,M2167311_T,MS,210665605,Incremental Machine backup Frozen,Software hiccup,75.08333333,,,,024,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,210665605,Disturbance notif.,FC-027 SUS,,FC-027 SUS,NXT4:2050I,FC-027,210665605,FC-027,Bucketing_App_Owner,1.2513888888888884
NXT:2050,M11011214_T,MS02B,210567084,Parts to be returned to CRL,Too much / wrong material delivered,0,,,,010,B0 - Undefined,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-010,MOID,0
NXT:2050,M340655_T,MS,210810181,ETMLNG.01 - Failed - TM-1103,IH calibrations,935.05,P330712,IH-02C8 IH-02C9 occurs unnecessary and requires recalibration (HIHM HIGH),Open,003,B8 - Design (HW/SW),FC-065,ttolomeo,remaas,vchokkal,,FC-015 Immersion,FALSE,FC-065 | FC-015 Immersion,,,,,,,,,,,,,FC-065,Official_AIR,15.584166666666667
NXT:2050,M294518_T,MS,210803711,SZDR - OOS - NOK on camera positioning,SZDR OOS,0,P698111,B3 - TF FAB NXT EXE Work Center SP Workmanship issues '23,Closed,010,B3 - Logging redundant or unnecessary,,wolinden,robibakk,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-010,MOID,0
NXT:2050,NON EXECUTION- DN CREATION STEP,MS14C,210607368,Missing OPUS CA,missing OPUS CA,0,P696910,4C-Clean assy Lost -Prepack,Aborted,IC16,B1 - Material Availability,,rberix,rling,,P748535,IC-016 Sequence integration,FALSE,IC-016 Sequence integration,IC-016,0.026798979340861437,IC-016:0.027,Low,210607368,Disturbance notif.,FC-019 HT,7. Structural - added to AIR,FC-019 HT,NXT4:2050I,FC-019,210607368,FC-019,Bucketing_App_Owner,0
NXT:2050,M3653548_T,MS,210743791,EGBSEX - Failed - EG-1300,Machine not ready to run,24.11666667,,,,064,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,210743791,Disturbance notif.,FC-064 ME-IA,,FC-064 ME-IA,NXT4:2050I,FC-064,210743791,FC-064,Bucketing_App_Owner,0.401944444
NXT:2050,M340655_T,MS,210594990,MLET-Stuck on MX actions,MX action NOK (IHPM),13803.51667,P597200,High failure rate ARTIC boards,Closed,003,B8 - Design (HW/SW),FC-024,amougiak,makolkma,mtonial,,FC-021 Electrical layout; FC-022 Mains; FC-023 Safety; FC-024 Computer systems; FC-025 Motion control; FC-041 Stage Power Cabinets,TRUE,FC-024 | FC-021 Electrical layout; FC-022 Mains; FC-023 Safety; FC-024 Computer systems; FC-025 Motion control; FC-041 Stage Power Cabinets,,,,,,,,,,,,,FC-024,Official_AIR,230.05861111111165
NXT:2050,M340655_T,MS,210594990,MLET-Stuck on MX actions,MX action NOK (IHPM),13803.51667,P712124,[XLD NXT] flow_drift_monitoring MX action freezes,Closed,003,B8 - Design (HW/SW),FC-015,lwindt,pboterma,jomarten,,FC-015 Immersion,TRUE,FC-015 | FC-015 Immersion,,,,,,,,,,,,,FC-015,Official_AIR,230.05861111111165
NXT:2050,M456498_T,MS,210759702,SZOF measurement quality NOK,Measurement quality NOK,128.5333333,P546805,SZOF MQ NOK because of large reticle tilt in Z9 but reticle is OK,Open,008,B8 - Design (HW/SW),FC-006,vpavelye,sbus,vpavelye,,,FALSE,FC-006,,,,,,,,,,,,,FC-006,Official_AIR,2.1422222222222165
NXT:2050,M5096190_T,MS,210753320,"STARTUP DRIVERS - Failed - CG-A349, WTDR",SW hiccups when starting up,38.5,P880364,Drivers not able to initialize due to intermittent CG-A349 error,Open,IC16,B8 - Design (HW/SW),FC-025,makolkma,makolkma,,,FC-021 Electrical layout; FC-022 Mains; FC-023 Safety; FC-024 Computer systems; FC-025 Motion control; FC-041 Stage Power Cabinets,TRUE,FC-025 | FC-021 Electrical layout; FC-022 Mains; FC-023 Safety; FC-024 Computer systems; FC-025 Motion control; FC-041 Stage Power Cabinets,,,,,210753320,Disturbance notif.,FC-050 WTC,,FC-050 WTC,NXT4:2050I,FC-050,210753320,FC-025,Official_AIR,0.6416666666666667
NXT:2050,M594896_T,MS02B,210621778,Conflicting reticle presence data,RH MCs NOK,680.7833333,,,,002,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,210621778,Disturbance notif.,FC-002 RH,5. Incident,FC-002 RH,NXT4:2050I,FC-002,210621778,FC-002,Bucketing_App_Owner,11.346388888888884
NXT:2050,NON EXECUTION- DN CREATION STEP,MS14C,210557800,Missing parts Dry shiper,not deliverd,0,,,,IC16,B1 - Material Availability,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,IC-016,MOID,0
NXT:2050,NON EXECUTION- DN CREATION STEP-5L,MS14C,210703197,set not complete,locking not ok,0,P666419,NXT WS LOS LCK C1 & C2 Incomplete Set,Open,IC16,B2 - Materials quality/ Upstream quality,FC-003,skappel,masboer,amannana,,,FALSE,FC-003,,,,,,,,,,,,,FC-003,Official_AIR,0
NXT:2050,M302062_T,MS02B,210563652,HIAP - Failed - IH-1010,IH cannot reach Ry position in time,167.3,,,,015,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,210563652,Disturbance notif.,FC-015 IH,,FC-015 IH,NXT4:2050I,FC-015,210563652,FC-015,Bucketing_App_Owner,2.7883333333333336
NXT:2050,M330597_T,MS03-06,210678356,HWWL - Failed - LZ-1050,N2 valve was closed/left closed.,208.85,,,,001,B3 - Skills / training needed,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-001,MOID,3.4808333333333334
NXT:2050,M4583769_T,MS,210748400,WP-2C1D,Driver hiccup,51.3,,,,014,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,210748400,Disturbance notif.,FC-021 EL,,FC-021 EL,NXT4:2050I,FC-021,210748400,FC-021,Bucketing_App_Owner,0.855
NXT:2050,M15452624_T,MS03-06,210636239,SAFH - OOS - BW & MCC df,Contamination on FIR at FCP,987.5166667,P612172,B3 - AL Fiber Handling: Contamination/Connection NOK/Damaged fiber tips,Closed,005,B2 - Materials quality/ Upstream quality,FC-005,fhaverka,chmeeng,,,,FALSE,FC-005,,,,,,,,,,,,,FC-005,Official_AIR,16.458611111111118
NXT:2050,M15452624_T,MS03-06,210636239,SAFH - OOS - BW & MCC df,Contamination on FIR at FCP,987.5166667,P711458,(NXT) B3 Factory - AL Fiber Handling: Contamination/Connection NOK/Damaged fiber tips,Open,005,B2 - Materials quality/ Upstream quality,FC-005,tkestere,tkestere,,,FC-005 Alignment sensor; FC-044 Sensor Light Source,TRUE,FC-005 | FC-005 Alignment sensor; FC-044 Sensor Light Source,,,,,,,,,,,,,FC-005,Official_AIR,16.458611111111118
NXT:2050,NON EXECUTION- DN CREATION STEP,MS14C,210633983,Screws cannibalized for DQ33,Material screws cannibalized,0,P696917,Materials Lent for other system,Aborted,IC16,B1 - Material Availability,,rberix,rling,,P698902,IC-016 Sequence integration,FALSE,IC-016 Sequence integration,IC-016,0.029084915,IC-016:0.029,Low,,,,,,,,,IC-016,Artificial_Issue_Owner,0
NXT:2050,M293582_T,MS02B,210625308,DO failed on DC-FD9A,Wrong cable connected at LICB x1,124.7833333,,,,010,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-010,MOID,2.079722222222217
NXT:2050,M3149947_T,MS03-06,210693468,PWWT NOK on both tests,Faulty SSz1 motor,1473.066667,,,,003,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,210693468,Disturbance notif.,FC-003 WS,7. Structural - added to AIR,FC-003 WS,NXT4:2050I,FC-003,210693468,FC-003,Bucketing_App_Owner,24.551111111111165
NXT:2050,M15452788_T,MS03-06,210583075,SAPT - OOS - Polarization X/Y,incorrect labelling of DEMUX-OADB fibers,793.0833333,,,,005,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,210583075,Disturbance notif.,FC-005 AL/WA,5. Incident,FC-005 AL/WA,NXT4:2050I,FC-005,210583075,FC-005,Bucketing_App_Owner,13.21805555555555
NXT:2050,M33787105_T,MS,210677453,ETX not responding,Software issue,2.6,P611883,[ETX] - Workspace menu doesn't respond on user input at random moments,Open,IC03,B7 - Machine SW tooling (see comment),,jtrommel,jtrommel,jtrommel,,FC-024 Computer systems; FC-027 Software Facilities,FALSE,FC-024 Computer systems; FC-027 Software Facilities,FC-024,0.071019868,FC-024:0.071,Low,,,,,,,,,FC-024,Artificial_Issue_Owner,0.043333333333333335
NXT:2050,M300722_T,MS,210665518,SPM protection cover has a broken bolt,EPA cover is damaged,0,,,,008,B3 - Material damaged contaminated lost,,,,,,,FALSE,,,,,NoEvidence,210665518,Disturbance notif.,FC-031 SP/IF/PC,5. Incident,FC-031 SP/IF/PC,NXT4:2050I,FC-031,210665518,FC-031,Bucketing_App_Owner,0
NXT:2050,M10254860_T,MS,210656015,PUT UPSTREAM SSCF FROM SAP IN DO MC,SSCF file attached to wrong equipment,143.85,,,,009,B6 - MMT Support software tooling,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-009,MOID,2.3975
NXT:2050,M18485545_T,MS03-06,210647520,Startup drivers NOK - GF-4001 and GPAB,Communication GPAB NOK,478.2666667,P758080,"CARM to provide a diagnostic tool to provide information regarding the status of boards/hosts/DOMO/init of its user systems (Stages, handlers, imaging)",Open,IC16,B8 - Design (HW/SW),FC-025,whendric,mmazza,rscheer,,,FALSE,FC-025,,,,,210647520,Disturbance notif.,FC-021 EL,7. Structural - added to AIR,FC-021 EL,NXT4:2050I,FC-021,210647520,FC-025,Official_AIR,7.971111111111116
NXT:2050,M18485545_T,MS03-06,210647520,Startup drivers NOK - GF-4001 and GPAB,Communication GPAB NOK,478.2666667,P586310,Startup drivers fails on CV-2012 (linked to 'not logged' CV-2168),Open,IC16,B8 - Design (HW/SW),,dhoopen,ptrepels,ahaas,,,FALSE,,,,,NoEvidence,210647520,Disturbance notif.,FC-021 EL,7. Structural - added to AIR,FC-021 EL,NXT4:2050I,FC-021,210647520,FC-021,Bucketing_App_Owner,7.971111111111116
NXT:2050,M322325_T,MS02B,210563802,PREPARE FOR SETUP RH - Failed - XF-5020,RH wouldnt init,366.1333333,P698111,B3 - TF FAB NXT EXE Work Center SP Workmanship issues '23,Closed,002,B3 - Logging redundant or unnecessary,,wolinden,robibakk,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-002,MOID,6.102222222222216
NXT:2050,M5096190_T,MS,210834995,UPDT on T6507 / FB6878 - report warnings,Wrongly generated UPDT Report,0,,,,IC16,B9 - Process Lab,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,IC-016,MOID,0
NXT:2050,M8359680_T_V2,MS,210705729,ENLA. MQ- NOK- First Order Periodic,Run ENLA while system is not stable,146.0333333,,,,031,B0 - Undefined,,,,,,,FALSE,,,,,NoEvidence,210705729,Disturbance notif.,FC-015 IH,,FC-015 IH,NXT4:2050I,FC-015,210705729,FC-015,Bucketing_App_Owner,2.433888888888883
NXT:2050,NON EXECUTION- DN CREATION STEP,MS14C,210704135,No dry shipper no bottle,Unknown,784,,,,IC16,B1 - Material Availability,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,IC-016,MOID,13.066666666666666
NXT:2050,M12223289_T,MS02B,210658496,5B01  SS swap on C2   C2W605,unkown,1729.716667,,,,024,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,210658496,Disturbance notif.,FC-003 WS,5. Incident,FC-003 WS,NXT4:2050I,FC-003,210658496,FC-003,Bucketing_App_Owner,28.82861111111117
NXT:2050,M17155881_T,MS,210593915,Init - Failed -  WP-2C1D,Not sure see long description.,632.3333333,,,,IC03,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,210593915,Disturbance notif.,FC-003 WS,,FC-003 WS,NXT4:2050I,FC-003,210593915,FC-003,Bucketing_App_Owner,10.538888888888884
NXT:2050,M301870_T,MS,210573183,UPWC PLC did not reach stable Main Body,WVAC-I pump faulty,704.2,,,,015,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,210573183,Disturbance notif.,FC-057 CT,7. Structural - added to AIR,FC-057 CT,NXT4:2050I,FC-057,210573183,FC-057,Bucketing_App_Owner,11.736666666666668
NXT:2050,M11432304_T,MS,210758660,Machine Panel Scratched,panel was scratched,7.3,,,,010,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-010,MOID,0.12166666666666666
NXT:2050,M320615_T,MS03-06,210737601,PIVQ.01 - Failed - MU-92CA,S14 on lens bracket not proper connected,1064.216667,P726270,MALE Servo Assy fails with different issues - Error code MU-92 biggest hitter,Open,012,B2 - Materials quality/ Upstream quality,FC-012,lgarcia3,lgarcia3,,,FC-012 Projection; None No functions,TRUE,FC-012 | FC-012 Projection; None No functions,,,,,210737601,Disturbance notif.,FC-012 PR/IC,7. Structural - added to AIR,FC-012 PR/IC,NXT4:2050I,FC-012,210737601,FC-012,Official_AIR,17.73694444
NXT:2050,NON EXECUTION- DN CREATION STEP,MS14C,210565668,Cable damaged 4022.636.26572,Cable got stuck,0,P699524,B3 issues (training skills) -2023,Aborted,IC16,B3 - Material damaged contaminated lost,,rberix,rling,,P698902,IC-016 Sequence integration,FALSE,IC-016 Sequence integration,IC-016,0.025303372689070687,IC-016:0.025,Low,,,,,,,,,IC-016,Artificial_Issue_Owner,0
NXT:2050,M30163731_T,MS,210583312,DIDT NOK,cause unsure,3204.75,P714959,{DATA GATHERING} XLD's with DIDT redo's as primary cause,Aborted,IC16,B2 - Materials quality/ Upstream quality,,rheurik,rheurik,,,FC-009 Dose Control; FC-015 Immersion; IC-003 Defectivity Performance,FALSE,FC-009 Dose Control; FC-015 Immersion; IC-003 Defectivity Performance,IC-003,0.1993441375771895,IC-003:0.199; FC-015:0.125; FC-009:0.120,High,210583312,Disturbance notif.,IC-003 PR,2. Follow-up needed,IC-003 PR,NXT4:2050I,IC-003,210583312,IC-003,Bucketing_App_Owner,53.4125
NXT:2050,M30463950_T,MS,210812460,PZRE OOS on contribution to focus,IH or BMU causing disturbance in PZRE,14386.83333,P755063,[XLD NXT] IH or BMU causing disturbance in PZRE,Open,IC16,B2 - Materials quality/ Upstream quality,,robibakk,bherrema,,,,FALSE,,,,,NoEvidence,,,,,,,,,IC-016,MOID,239.7805556
NXT:2050,M30463950_T,MS,210812460,PZRE OOS on contribution to focus,IH or BMU causing disturbance in PZRE,14386.83333,P786714,IH suspect causing disturbances PZRE,Open,IC16,B2 - Materials quality/ Upstream quality,,mgieben,bherrema,ylau,,,FALSE,,,,,NoEvidence,,,,,,,,,IC-016,MOID,239.7805556
NXT:2050,M8359680_T_V2,MS,210693211,WA LRA HTH CALIBRATION (ENLA) MQ NOK,Contaminated Fiber,401.5,,,,031,B3 - Material damaged contaminated lost,,,,,,,FALSE,,,,,NoEvidence,210693211,Disturbance notif.,FC-031 SP/IF/PC,2. Follow-up needed,FC-031 SP/IF/PC,NXT4:2050I,FC-031,210693211,FC-031,Bucketing_App_Owner,6.691666666666666
NXT:2050,M25050483_T,MS03-06,210654755,LS Stripes seen after EMWC,Contamination on WT,220.1,P459934,Replace EMWC by WTCD for R5.1; separate LS striping issues from contamination detection,Open,062,B5 - Facility,FC-062,kalmoujy,fopijper,,,,FALSE,FC-062,,,,,,,,,,,,,FC-062,Official_AIR,3.6683333333333334
NXT:2050,M1444864_T,MS03-06,210649198,IMGO - Failed - Test Queue,Hickup in the software,237.3833333,P611883,[ETX] - Workspace menu doesn't respond on user input at random moments,Open,031,B8 - Design (HW/SW),,jtrommel,jtrommel,jtrommel,,FC-024 Computer systems; FC-027 Software Facilities,FALSE,FC-024 Computer systems; FC-027 Software Facilities,FC-024,0.12352606216689418,FC-024:0.124,High,,,,,,,,,FC-024,Artificial_Issue_Owner,3.9563888888888834
NXT:2050,M320770_T,MS02B,210672180,PIAS - OOS - MALE2 P1,hose not tightened well,19.18333333,,,,012,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-012,MOID,0.3197222222222217
NXT:2050,M294510_T,MS03-06,210720079,Full INIT - Failed - IH-121E,CO2,4.9,,,,010,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-010,MOID,0.081666667
NXT:2050,M1444864_T,MS03-06,210674165,ETX unresponsive - IMGO failed,ETX unresponsive,52.11666667,P611883,[ETX] - Workspace menu doesn't respond on user input at random moments,Open,031,B8 - Design (HW/SW),,jtrommel,jtrommel,jtrommel,,FC-024 Computer systems; FC-027 Software Facilities,FALSE,FC-024 Computer systems; FC-027 Software Facilities,FC-024,0.13660110557367586,FC-024:0.137,High,210674165,Disturbance notif.,FC-027 SUS,,FC-027 SUS,NXT4:2050I,FC-027,210674165,FC-027,Bucketing_App_Owner,0.8686111111111117
NXT:2050,M322534_T,MS03-06,210582785,CT-E1AE - Metroframe temperature,System became unstable after IMTS,308.2666667,,,,002,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,210582785,Disturbance notif.,FC-057 CT,,FC-057 CT,NXT4:2050I,FC-057,210582785,FC-057,Bucketing_App_Owner,5.137777777777783
NXT:2050,M15357666_T,MS02B,210634319,IMEZ.17 - Failed - RQ-1FD1,Eccentric bushing adjustment NOK,636.1666667,P604324,MARM - adjust of eccentric bushing + Z limiter nut  ,Open,031,B2 - Materials quality/ Upstream quality,FC-032,jeraker,javalvar,antrodri,,,FALSE,FC-032,,,,,210634319,Disturbance notif.,FC-032 AM/DY,,FC-032 AM/DY,NXT4:2050I,FC-032,210634319,FC-032,Official_AIR,10.602777777777783
NXT:2050,NON EXECUTION- DN CREATION STEP,MS14C,210638008,material not delivered,material not delivered,0,P713388,B1-Material lost after PGI,Aborted,IC16,B1 - Material Availability,,rberix,mthijss2,,,IC-016 Sequence integration; None No functions,FALSE,IC-016 Sequence integration; None No functions,IC-016,0.005439521,IC-016:0.005,Low,,,,,,,,,IC-016,Artificial_Issue_Owner,0
NXT:2050,M27600952_T,MS02B,210664037,WS SCRIPT NOK,WS script NOK,365.6666667,,,,003,B1 - Material Availability,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-003,MOID,6.094444444
